word,sentiment,n
inside,positive,722
street,positive,722
british,negative,721
hear,negative,720
message,negative,720
theater,positive,720
doubt,positive,719
male,negative,719
perfect,negative,718
bill,positive,717
interested,positive,717
mystery,negative,717
result,negative,717
attempts,negative,715
cop,negative,715
space,positive,715
filmmakers,negative,714
present,positive,714
jack,negative,712
yeah,negative,711
sequences,negative,710
awesome,positive,709
deserves,positive,709
happy,negative,709
falls,positive,708
fire,negative,708
ask,negative,707
hear,positive,707
plenty,positive,707
saying,positive,707
match,positive,706
sequences,positive,706
dog,positive,705
remake,negative,704
gun,negative,703
events,negative,702
setting,positive,702
who's,positive,702
copy,positive,701
30,negative,700
business,positive,700
following,positive,700
eye,negative,699
lady,negative,699
miss,negative,699
points,positive,699
simple,negative,699
solid,positive,699
king,negative,698
laughs,negative,698
comic,negative,697
crew,negative,697
journey,positive,697
acted,positive,696
enjoyed,negative,696
general,negative,696
third,negative,696
modern,negative,695
portrayed,positive,695
re,positive,695
finds,negative,694
hardly,negative,693
sexual,positive,693
directing,negative,692
dramatic,positive,692
hilarious,negative,692
comment,negative,690
die,positive,690
previous,positive,690
disappointed,positive,688
married,positive,688
question,positive,688
quickly,negative,688
seriously,positive,688
working,negative,688
figure,positive,687
sadly,negative,687
screenplay,negative,687
aren't,positive,686
loved,negative,686
similar,negative,686
straight,positive,686
failed,negative,685
forget,negative,685
mark,positive,685
rock,negative,684
certain,negative,683
neither,negative,683
third,positive,683
van,negative,683
90,negative,682
earlier,positive,682
caught,positive,681
joe,positive,681
german,positive,680
terrific,positive,680
touching,positive,680
looked,positive,679
red,negative,678
towards,positive,678
various,positive,678
return,positive,677
rich,positive,676
visual,positive,676
barely,negative,675
subtle,positive,675
move,positive,674
air,positive,673
scary,positive,673
typical,negative,672
plus,negative,670
subject,negative,670
using,positive,668
who's,negative,668
adventure,positive,667
background,positive,665
relationship,negative,665
crazy,positive,664
effective,positive,664
follow,negative,664
outstanding,positive,664
parents,negative,664
appreciate,positive,663
effect,positive,663
century,positive,662
gore,positive,662
kept,positive,662
mention,positive,662
social,positive,662
spoilers,negative,662
images,positive,661
fantasy,positive,660
producers,negative,660
storyline,positive,660
appear,negative,659
elements,negative,659
list,negative,659
decent,positive,658
hands,positive,658
viewers,negative,658
excuse,negative,657
meant,negative,657
familiar,positive,656
ideas,negative,656
acted,negative,655
air,negative,655
lee,negative,655
sees,positive,655
actual,positive,654
girlfriend,negative,654
apart,negative,653
sexual,negative,653
songs,negative,653
dancing,positive,652
front,negative,651
clever,positive,650
disney,positive,650
expected,positive,650
none,positive,650
project,negative,650
pace,positive,649
review,positive,649
basically,positive,648
french,negative,648
future,negative,648
worked,negative,648
hands,negative,647
honestly,negative,647
zombies,negative,647
disappointing,negative,646
ended,negative,646
value,negative,646
kills,negative,644
alien,negative,643
boring,positive,643
telling,positive,643
you've,positive,643
creepy,positive,641
follows,positive,641
intelligent,positive,641
missing,negative,641
open,negative,641
brain,negative,640
realize,positive,640
we're,negative,640
imagine,positive,639
popular,positive,639
deal,negative,638
soundtrack,negative,637
shoot,negative,636
leading,positive,635
manages,positive,635
fi,positive,634
genius,positive,634
question,negative,634
bond,positive,633
cold,positive,633
crew,positive,633
escape,positive,633
release,negative,633
twist,negative,633
nowhere,negative,632
reasons,negative,632
tells,negative,632
edge,positive,631
sci,positive,631
surprise,negative,631
80,positive,630
plus,positive,630
80,negative,629
complex,positive,629
pure,positive,628
weren't,negative,628
effect,negative,627
note,negative,627
painful,negative,626
herself,negative,625
italian,positive,625
rate,negative,625
sister,negative,625
expecting,negative,624
grade,negative,624
material,positive,624
wrote,negative,624
free,positive,623
hot,positive,623
learn,negative,623
office,positive,623
stay,positive,623
eventually,negative,622
store,negative,622
created,positive,621
fairly,negative,621
theme,negative,621
language,positive,620
20,positive,619
brothers,positive,619
emotions,positive,619
makers,negative,619
musical,negative,619
water,negative,618
directors,positive,617
baby,negative,616
directors,negative,616
filled,positive,616
baby,positive,615
positive,negative,615
what's,positive,615
richard,negative,614
unbelievable,negative,614
leads,negative,613
laughing,negative,612
biggest,negative,611
secret,positive,611
thanks,positive,611
tom,negative,611
concept,negative,610
create,positive,610
impressive,positive,610
accent,negative,609
outside,positive,609
screenplay,positive,609
surprised,negative,609
wait,positive,609
attempt,positive,608
form,negative,608
leaves,negative,608
supposed,positive,608
rare,positive,607
younger,positive,607
charming,positive,606
considering,negative,606
disappointment,negative,606
indeed,negative,606
master,positive,606
rate,positive,606
spend,negative,606
spirit,positive,606
culture,positive,605
hair,negative,605
moves,positive,605
speak,negative,605
strong,negative,605
stick,negative,604
talented,positive,604
15,negative,603
admit,negative,603
sick,negative,603
suddenly,negative,603
worked,positive,603
crazy,negative,602
male,positive,602
stunning,positive,602
villain,negative,602
doctor,negative,601
minute,positive,601
peter,negative,601
period,negative,600
reading,positive,599
slasher,negative,599
water,positive,599
silly,positive,598
uses,positive,597
won,positive,596
among,negative,595
comment,positive,595
realize,negative,595
somehow,positive,595
average,positive,594
ok,positive,594
party,negative,594
scott,positive,594
crime,negative,593
produced,negative,593
admit,positive,592
cute,positive,592
died,positive,592
surprisingly,positive,592
walk,negative,592
members,positive,591
missed,positive,591
previous,negative,591
agree,positive,590
street,negative,590
box,positive,589
easy,negative,589
gem,positive,589
large,positive,589
laughs,positive,589
reviews,positive,589
touch,positive,589
fighting,positive,588
background,negative,587
break,negative,587
science,negative,587
became,negative,586
fighting,negative,586
ways,negative,586
available,positive,585
f,negative,585
natural,positive,585
episodes,negative,584
shame,positive,584
animated,positive,583
bottom,negative,583
fear,positive,583
towards,negative,583
needed,positive,582
quickly,positive,582
waiting,negative,582
boys,negative,580
exciting,positive,580
jane,positive,579
lovely,positive,578
channel,negative,577
explain,negative,577
highly,negative,577
lee,positive,577
meet,negative,577
odd,positive,577
particular,negative,577
break,positive,576
save,positive,576
casting,negative,575
interested,negative,575
frank,positive,574
party,positive,574
creepy,negative,573
former,positive,573
public,positive,572
west,positive,572
fairly,positive,571
girlfriend,positive,571
outside,negative,571
silent,positive,571
somewhere,negative,571
suppose,negative,570
viewing,negative,570
cause,negative,569
difficult,negative,569
editing,positive,569
random,negative,569
sitting,negative,569
dialog,positive,568
mentioned,negative,568
begin,positive,567
fascinating,positive,567
noir,positive,567
south,positive,567
earlier,negative,566
gay,positive,565
situation,negative,565
trip,positive,565
utterly,negative,565
adult,positive,564
hold,positive,564
vampire,negative,564
charles,positive,563
co,positive,563
situations,positive,563
stupid,positive,563
successful,positive,562
twists,positive,562
whatsoever,negative,562
decide,negative,561
front,positive,561
cliché,negative,560
college,negative,560
deep,negative,560
hoping,negative,560
odd,negative,560
singing,positive,560
force,positive,559
inside,negative,559
redeeming,negative,559
feelings,positive,558
law,positive,558
truth,negative,558
company,positive,557
convincing,positive,557
dance,negative,557
leading,negative,557
themes,positive,557
reasons,positive,556
sucks,negative,556
recent,positive,555
appear,positive,554
chemistry,positive,554
entirely,negative,554
violent,positive,554
agree,negative,553
begins,negative,553
brought,negative,553
focus,positive,553
tony,positive,553
band,positive,552
features,negative,552
further,positive,552
la,positive,552
slightly,positive,552
naked,negative,551
wonderful,negative,551
credit,negative,550
humour,positive,550
cartoon,positive,549
cute,negative,549
fiction,positive,549
mediocre,negative,549
setting,negative,549
amusing,negative,548
basic,negative,548
effort,positive,548
favorite,negative,547
state,positive,547
choice,positive,546
co,negative,546
comedies,positive,546
decides,positive,546
large,negative,546
mark,negative,546
moving,negative,546
purpose,negative,546
train,positive,546
famous,negative,545
honest,positive,545
japanese,negative,545
island,positive,544
result,positive,544
secret,negative,544
showed,positive,544
apparently,positive,543
cartoon,negative,543
fire,positive,543
killing,positive,543
whom,negative,543
create,negative,542
paris,positive,542
state,negative,542
win,positive,542
wooden,negative,542
computer,negative,541
forced,positive,541
apart,positive,540
brilliant,negative,540
credits,positive,540
dramatic,negative,540
issues,positive,540
produced,positive,540
stage,negative,540
cop,positive,539
harry,positive,539
innocent,positive,539
remains,positive,539
various,negative,539
copy,negative,538
nobody,negative,538
fit,positive,537
glad,positive,537
audiences,positive,536
believable,negative,536
forward,positive,536
questions,positive,536
telling,negative,536
weird,positive,536
ben,positive,535
revenge,negative,535
award,positive,534
sequel,positive,534
talented,negative,534
wow,negative,534
business,negative,533
depth,positive,533
further,negative,533
possibly,positive,533
thrown,negative,533
starring,positive,532
tension,positive,532
tone,positive,532
anti,negative,531
common,positive,531
control,positive,531
holes,negative,531
mood,positive,531
super,negative,531
de,negative,530
mad,negative,530
members,negative,530
romantic,negative,530
decided,positive,529
walking,negative,529
ed,negative,528
hey,negative,528
train,negative,528
trouble,negative,528
twist,positive,528
wonderfully,positive,528
fair,negative,527
spoiler,negative,527
expecting,positive,526
magic,positive,526
ride,positive,526
shooting,negative,526
tried,positive,526
directing,positive,525
throw,negative,525
casting,positive,524
rated,negative,524
whatever,positive,524
6,negative,523
following,negative,523
footage,positive,523
incredibly,positive,523
porn,negative,523
rich,negative,523
stewart,positive,523
loves,positive,522
alive,positive,521
animation,negative,521
battle,negative,521
intense,positive,521
jean,positive,521
post,positive,521
slightly,negative,521
anti,positive,520
bizarre,negative,520
compared,negative,520
impossible,negative,520
america,negative,519
sounds,positive,519
ultimately,positive,519
joe,negative,518
meaning,positive,517
paul,negative,517
supporting,negative,517
amazing,negative,516
disturbing,positive,516
tension,negative,516
drug,positive,515
longer,positive,515
supposedly,negative,515
you'd,negative,515
amount,positive,514
blue,positive,514
hold,negative,514
knowing,positive,514
